第一列是真实值，第二列是预测值，数据范围是（index从1开始）：6555-8154
0.47757947,0.5109738
0.4627551,0.4956359
0.46664003,0.48179427
0.46197447,0.48166025
0.46721664,0.47863692
0.4686931,0.48254862
0.467337,0.4848554
0.46330422,0.48282015
0.4677944,0.4789793
0.47351918,0.47757563
0.48262048,0.48654392
0.46057078,0.49560612
0.46971565,0.47332412
0.4837691,0.47919127
0.4641439,0.49748713
0.4457625,0.48024142
0.4364663,0.45779288
0.43789005,0.44622764
0.4445055,0.4486044
0.4366738,0.45873323
0.4449566,0.45352
0.43263125,0.4631149
0.41310522,0.45246205
0.41242543,0.43210235
0.41308573,0.42870462
0.40565348,0.42355162
0.40967938,0.4088141
0.4201735,0.4107145
0.42900997,0.42054754
0.4123022,0.43886527
0.41260597,0.4117868
0.4066892,0.41736376
0.39643812,0.411894
0.42117652,0.40103045
0.44174746,0.42474622
0.459656,0.4526503
0.46487468,0.47539434
0.44488266,0.48674804
0.437788,0.46495515
0.43909597,0.45321718
0.4259258,0.45605916
0.40443093,0.44316134
0.3983714,0.41561076
0.4088672,0.400491
0.40264493,0.41199732
0.38812092,0.40643784
0.36438212,0.38795292
0.36447382,0.35669
0.37043417,0.35426143
0.35687536,0.36352926
0.36758325,0.35143125
0.3882602,0.35829896
0.40992758,0.3862721
0.4208206,0.4183792
0.41605702,0.43673915
0.4070927,0.43362132
0.42054662,0.4234099
0.42841104,0.44308314
0.4146436,0.45620033
0.40509635,0.44015393
0.41505513,0.42171437
0.41026804,0.4331919
0.409547,0.4293711
0.40838233,0.42601758
0.417087,0.41827714
0.40646794,0.42709687
0.3987388,0.41831446
0.41166827,0.4037887
0.44859678,0.42031586
0.45952418,0.46949086
0.4339329,0.48633313
0.44416907,0.45908517
0.45941642,0.46568453
0.47971854,0.48854473
0.504336,0.5172396
0.50071245,0.5458906
0.524469,0.54349077
0.53572714,0.565623
0.5153597,0.5785161
0.49856365,0.55595976
0.48015472,0.5347825
0.49772912,0.5080127
0.4832647,0.52328163
0.48021147,0.5054511
0.47622854,0.4979314
0.44346753,0.49252957
0.434243,0.45907152
0.4505312,0.44437757
0.46792164,0.4611825
0.48157844,0.48164928
0.48754627,0.49725622
0.5018209,0.5049113
0.5104282,0.52120185
0.5146765,0.5335277
0.51918846,0.54018086
0.52486336,0.54612213
0.5337073,0.5574486
0.5311653,0.56468356
0.54113954,0.5630299
0.552549,0.5723618
0.56011766,0.5882009
0.5654876,0.5978496
0.5662058,0.60341406
0.5751105,0.6048247
0.57603675,0.61472774
0.5789364,0.614113
0.56491446,0.6134861
0.5476713,0.59656465
0.544104,0.5704545
